customer_id,timestamp,channel,event_type
C0100004,2026-06-28 23:36:31.275381,mobile,login
C0100004,2026-07-02 08:31:55.367209,web,login
C0100004,2026-07-06 00:46:46.019403,mobile,login
C0100004,2026-07-09 00:54:54.712568,mobile,login
C0100004,2026-07-10 01:20:29.855545,mobile,statement_download
C0100004,2026-07-11 17:35:24.969245,web,mortgage_page_view
C0100004,2026-07-18 06:58:20.663603,web,mortgage_page_view
C0100004,2026-07-19 18:25:11.371140,web,login
C0100004,2026-08-05 16:34:13.385474,mobile,login
C0100004,2026-08-07 03:14:46.206218,web,login
C0100004,2026-08-07 06:20:43.634837,mobile,login
C0100004,2026-08-10 04:06:13.668933,web,login
C0100004,2026-08-11 11:11:34.465689,mobile,refinance_page_view
C0100004,2026-08-18 00:45:05.640472,web,refinance_page_view
C0100004,2026-08-18 14:40:04.670710,web,login
C0100004,2026-08-20 04:50:20.964980,web,refinance_page_view
C0100004,2026-08-22 21:16:13.948192,mobile,login
C0100004,2026-08-30 22:34:39.795425,mobile,login
C0100004,2026-09-02 11:49:53.767509,mobile,login
C0100005,2026-06-15 04:14:26.471380,mobile,appointment_request
C0100005,2026-06-22 15:14:32.098727,mobile,login
C0100005,2026-07-09 01:16:41.584691,mobile,login
C0100005,2026-07-10 11:35:01.676523,mobile,login
C0100005,2026-07-10 11:56:48.366422,web,refinance_page_view
C0100005,2026-07-27 07:39:34.102208,mobile,refinance_calculator_use
C0100005,2026-07-29 01:14:47.614368,web,login
C0100005,2026-08-01 21:57:56.101752,mobile,login
C0100005,2026-08-04 20:49:32.993387,mobile,refinance_calculator_use
C0100005,2026-08-05 13:30:57.747596,mobile,mortgage_page_view
C0100005,2026-08-21 17:27:04.809835,mobile,statement_download
C0100006,2026-07-01 02:31:35.169239,mobile,login
C0100006,2026-07-01 22:38:40.360885,mobile,login
C0100006,2026-07-03 04:17:56.573741,web,login
C0100006,2026-07-03 15:56:43.234120,web,login
C0100006,2026-07-04 09:22:50.967033,web,login
C0100006,2026-07-06 00:20:31.230404,web,login
C0100006,2026-07-09 19:04:52.355687,mobile,login
C0100006,2026-07-10 01:00:54.465962,web,login
C0100006,2026-07-14 09:03:25.142790,mobile,login
C0100006,2026-07-15 10:12:16.580410,web,login
C0100006,2026-07-17 18:44:03.194208,web,login
C0100006,2026-07-21 00:25:46.226395,mobile,mortgage_page_view
C0100006,2026-07-24 22:50:33.180718,mobile,login
C0100006,2026-07-29 10:01:51.315486,web,login
C0100006,2026-07-30 10:03:17.528177,web,login
C0100006,2026-08-04 12:03:23.466847,mobile,login
C0100006,2026-08-08 01:32:16.963350,web,mortgage_page_view
C0100006,2026-08-13 17:28:05.566038,mobile,login
C0100006,2026-08-13 21:14:57.715349,web,login
C0100006,2026-08-17 00:12:49.626379,mobile,refinance_calculator_use
C0100006,2026-08-24 23:17:26.740070,mobile,login
C0100006,2026-09-07 01:28:43.551172,mobile,rate_page_view
C0100006,2026-09-09 23:03:06.500565,web,statement_download
C0100007,2026-06-13 18:49:04.758578,mobile,login
C0100007,2026-06-16 13:55:51.576468,web,appointment_request
C0100007,2026-06-28 01:09:35.732781,web,login
C0100007,2026-06-30 12:43:26.945202,web,login
C0100007,2026-07-06 08:32:06.007050,mobile,login
C0100007,2026-07-07 10:05:29.238951,web,login
C0100007,2026-07-08 17:37:27.230472,web,login
C0100007,2026-07-15 15:06:32.030045,web,statement_download
C0100007,2026-07-25 08:40:21.449884,mobile,login
C0100007,2026-07-25 20:03:21.642233,mobile,login
C0100007,2026-07-29 20:50:50.175985,mobile,login
C0100007,2026-07-30 00:03:34.174797,web,refinance_calculator_use
C0100007,2026-07-30 22:10:18.251740,web,statement_download
C0100007,2026-08-01 11:30:05.115831,mobile,statement_download
C0100007,2026-08-06 10:18:04.475305,web,login
C0100007,2026-08-12 11:45:23.265645,mobile,refinance_calculator_use
C0100007,2026-08-13 21:54:01.240600,mobile,rate_page_view
C0100007,2026-08-17 04:37:05.611151,web,payoff_info_view
C0100007,2026-08-20 09:16:00.513562,web,mortgage_page_view
C0100007,2026-08-21 14:23:03.590739,mobile,refinance_page_view
C0100007,2026-08-23 08:04:07.623764,web,statement_download
C0100007,2026-08-25 12:58:31.067070,mobile,rate_page_view
C0100007,2026-08-30 16:41:30.390067,mobile,login
C0100007,2026-09-02 23:56:04.776285,mobile,refinance_page_view
C0100008,2026-06-15 01:12:36.100435,mobile,login
C0100008,2026-06-16 00:55:23.245572,mobile,statement_download
C0100008,2026-06-21 04:31:21.890066,web,login
C0100008,2026-06-28 13:54:16.249119,web,login
C0100008,2026-07-09 19:39:07.618436,web,faq_view
C0100008,2026-07-09 21:40:34.269147,mobile,statement_download
C0100008,2026-07-13 05:42:42.155207,web,login
C0100008,2026-07-17 11:38:37.733548,mobile,payoff_info_view
C0100008,2026-07-18 17:47:46.691948,web,login
C0100008,2026-07-20 15:08:37.438954,web,rate_page_view
C0100008,2026-07-30 06:51:54.734471,mobile,login
C0100008,2026-08-04 11:05:05.017343,web,login
C0100008,2026-08-04 20:08:16.609209,web,statement_download
C0100008,2026-08-07 03:15:36.134721,mobile,rate_page_view
C0100008,2026-08-12 02:05:00.878428,web,rate_page_view
C0100008,2026-08-13 19:04:22.912821,mobile,refinance_calculator_use
C0100008,2026-08-14 07:18:55.070931,web,rate_page_view
C0100008,2026-08-16 04:02:50.221041,web,login
C0100008,2026-08-16 08:11:22.830451,mobile,payoff_info_view
C0100008,2026-08-18 05:57:02.551756,mobile,statement_download
C0100008,2026-08-18 14:42:07.501077,mobile,login
C0100008,2026-08-19 11:08:16.115208,web,refinance_calculator_use
C0100008,2026-08-19 11:31:49.051133,mobile,refinance_page_view
C0100008,2026-08-19 15:34:31.122136,web,refinance_page_view
C0100008,2026-08-20 03:32:42.604105,web,refinance_page_view
C0100008,2026-08-20 18:55:24.888996,web,refinance_calculator_use
C0100008,2026-08-23 05:32:37.292230,mobile,refinance_calculator_use
C0100008,2026-08-23 16:11:56.579520,web,login
C0100008,2026-08-29 15:31:00.610348,web,statement_download
C0100008,2026-08-30 00:27:37.670289,web,refinance_page_view
C0100008,2026-09-03 02:03:38.060885,web,mortgage_page_view
C0100008,2026-09-05 19:45:54.315562,mobile,login
C0100008,2026-09-07 13:21:26.586274,web,mortgage_page_view
C0100008,2026-09-09 12:45:48.337330,web,rate_page_view
C0100009,2026-06-13 20:10:32.250211,mobile,login
C0100009,2026-06-14 13:26:44.617085,web,statement_download
C0100009,2026-06-16 06:37:51.640119,mobile,statement_download
C0100009,2026-06-20 02:13:27.512401,mobile,faq_view
C0100009,2026-06-21 02:39:35.851865,web,statement_download
C0100009,2026-06-21 15:44:11.143164,web,faq_view
C0100009,2026-06-26 20:52:47.295838,mobile,login
C0100009,2026-07-12 21:38:59.488818,mobile,login
C0100009,2026-07-13 12:52:06.631012,mobile,login
C0100009,2026-07-14 05:04:23.680815,mobile,statement_download
C0100009,2026-07-15 16:57:23.755049,mobile,refinance_calculator_use
C0100009,2026-07-20 03:06:58.471496,web,login
C0100009,2026-07-20 04:42:49.214525,web,refinance_page_view
C0100009,2026-07-21 06:35:37.547677,web,login
C0100009,2026-07-22 13:59:54.080767,web,payoff_info_view
C0100009,2026-07-22 21:21:26.311831,mobile,statement_download
C0100009,2026-07-23 03:37:42.508993,mobile,login
C0100009,2026-07-29 19:08:06.826103,web,login
C0100009,2026-07-30 11:12:54.296019,web,refinance_page_view
C0100009,2026-08-01 18:11:40.702673,mobile,mortgage_page_view
C0100009,2026-08-01 20:33:22.138031,mobile,mortgage_page_view
C0100009,2026-08-02 13:22:19.501296,web,refinance_page_view
C0100009,2026-08-04 04:28:01.127079,web,refinance_page_view
C0100009,2026-08-07 08:59:31.305255,web,refinance_calculator_use
C0100009,2026-08-08 19:18:20.231637,web,refinance_calculator_use
C0100009,2026-08-09 23:14:35.096047,web,payoff_info_view
C0100009,2026-08-10 12:14:54.601954,web,login
C0100009,2026-08-11 13:29:33.481752,mobile,rate_page_view
C0100009,2026-08-17 23:19:58.692797,mobile,rate_page_view
C0100009,2026-08-18 21:22:53.753429,web,refinance_calculator_use
C0100009,2026-08-20 22:14:42.188898,web,refinance_calculator_use
C0100009,2026-08-22 19:39:45.441725,mobile,rate_page_view
C0100009,2026-08-26 07:41:59.707758,web,payoff_info_view
C0100009,2026-08-28 11:55:53.412799,web,rate_page_view
C0100009,2026-08-29 13:36:38.126130,web,rate_page_view
C0100009,2026-08-29 17:25:46.362585,mobile,refinance_calculator_use
C0100009,2026-08-30 19:39:59.769612,mobile,login
C0100009,2026-09-01 17:38:04.953187,web,refinance_page_view
C0100009,2026-09-02 01:49:37.806912,mobile,rate_page_view
C0100009,2026-09-02 20:25:35.288634,mobile,payoff_info_view
C0100009,2026-09-07 16:41:45.724164,web,refinance_page_view
C0100009,2026-09-09 01:26:11.466742,web,login
C0100010,2026-06-13 23:19:51.354555,mobile,login
C0100010,2026-06-20 09:23:18.861145,web,statement_download
C0100010,2026-06-25 23:39:19.069860,mobile,login
C0100010,2026-06-28 01:40:39.516514,mobile,payoff_info_view
C0100010,2026-06-29 15:40:28.947360,web,login
C0100010,2026-06-30 18:59:34.478860,mobile,login
C0100010,2026-07-10 05:50:30.244005,mobile,login
C0100010,2026-07-10 17:04:00.889263,mobile,login
C0100010,2026-07-12 04:38:22.155218,mobile,appointment_request
C0100010,2026-07-15 22:51:35.206090,mobile,login
C0100010,2026-07-17 00:48:33.649243,web,login
C0100010,2026-07-17 09:23:33.944462,mobile,login
C0100010,2026-07-25 08:56:38.982167,web,login
C0100010,2026-07-31 23:48:42.202698,web,login
C0100010,2026-08-02 07:19:45.449504,web,login
C0100010,2026-08-02 22:44:39.577249,mobile,refinance_page_view
C0100010,2026-08-03 17:41:45.237884,mobile,refinance_page_view
C0100010,2026-08-04 11:24:28.140291,mobile,rate_page_view
C0100010,2026-08-04 13:12:02.430591,web,login
C0100010,2026-08-11 03:03:13.744977,web,login
C0100010,2026-08-11 08:21:17.822172,mobile,login
C0100010,2026-08-13 10:22:32.378320,web,rate_page_view
C0100010,2026-08-15 02:51:41.298504,mobile,login
C0100010,2026-08-18 01:02:41.345299,web,login
C0100010,2026-08-21 10:04:53.251135,mobile,refinance_page_view
C0100010,2026-08-21 13:00:48.786998,mobile,login
C0100010,2026-08-23 10:53:04.767921,web,refinance_calculator_use
C0100010,2026-08-23 12:12:04.093982,mobile,login
C0100010,2026-08-24 20:19:08.555357,mobile,rate_page_view
C0100010,2026-08-26 18:50:47.705540,mobile,refinance_page_view
C0100010,2026-08-27 05:16:03.039637,mobile,refinance_calculator_use
C0100010,2026-08-27 20:34:52.117623,web,refinance_calculator_use
C0100010,2026-08-30 02:17:15.789979,mobile,refinance_page_view
C0100010,2026-08-30 09:53:50.955132,web,rate_page_view
C0100010,2026-09-01 08:54:15.034344,web,login
C0100010,2026-09-06 06:59:19.267154,web,login
C0100010,2026-09-07 18:20:40.394755,mobile,rate_page_view
C0100011,2026-06-19 15:12:59.329600,web,login
C0100011,2026-06-20 17:41:31.287379,web,login
C0100011,2026-06-27 12:31:06.336089,mobile,statement_download
C0100011,2026-06-29 22:17:12.002660,mobile,login
C0100011,2026-07-01 04:03:20.980500,web,login
C0100011,2026-07-05 07:40:04.272510,web,login
C0100011,2026-07-08 19:41:03.237639,web,mortgage_page_view
C0100011,2026-07-12 08:40:24.701150,web,login
C0100011,2026-07-13 09:58:21.834188,mobile,login
C0100011,2026-07-13 10:47:18.919890,mobile,refinance_calculator_use
C0100011,2026-07-19 20:37:46.405617,mobile,login
C0100011,2026-07-20 14:12:29.385427,web,login
C0100011,2026-07-21 17:02:01.919570,web,login
C0100011,2026-07-22 16:53:33.476602,web,payoff_info_view
C0100011,2026-07-23 07:05:55.810631,web,login
C0100011,2026-07-27 07:08:37.558826,web,rate_page_view
C0100011,2026-07-27 14:04:22.862869,mobile,refinance_calculator_use
C0100011,2026-07-30 16:23:43.969853,mobile,statement_download
C0100011,2026-08-03 01:38:48.665680,web,refinance_calculator_use
C0100011,2026-08-10 18:07:54.913874,web,mortgage_page_view
C0100011,2026-08-13 18:12:14.445698,mobile,login
C0100011,2026-08-17 00:14:50.177581,mobile,login
C0100011,2026-09-04 07:27:13.918162,web,login
C0100011,2026-09-04 15:21:43.284030,web,refinance_page_view
C0100011,2026-09-08 17:19:24.989744,web,login
C0100012,2026-06-13 16:53:02.453328,mobile,login
C0100012,2026-06-17 05:43:06.705216,mobile,mortgage_page_view
C0100012,2026-06-19 10:10:00.009578,web,login
C0100012,2026-06-22 16:11:51.784955,mobile,login
C0100012,2026-06-24 16:07:30.998116,web,payoff_info_view
C0100012,2026-06-27 05:28:48.465049,web,refinance_page_view
C0100012,2026-06-27 15:36:15.007489,mobile,login
C0100012,2026-06-28 07:27:46.493982,mobile,login
C0100012,2026-06-29 14:19:56.593852,web,login
C0100012,2026-07-14 18:35:18.543726,web,statement_download
C0100012,2026-07-25 16:41:33.768778,web,statement_download
C0100012,2026-07-28 11:04:26.973969,web,refinance_page_view
C0100012,2026-07-31 12:42:07.137511,web,mortgage_page_view
C0100012,2026-08-03 20:56:57.857156,web,statement_download
C0100012,2026-08-05 19:44:30.954214,web,login
C0100012,2026-08-06 19:07:15.390019,web,refinance_page_view
C0100012,2026-08-07 06:43:28.935649,web,refinance_calculator_use
C0100012,2026-08-13 22:18:50.092454,web,statement_download
C0100012,2026-08-14 11:57:07.178016,mobile,rate_page_view
C0100012,2026-08-16 10:39:01.111128,mobile,statement_download
C0100012,2026-08-19 02:02:42.518017,mobile,refinance_page_view
C0100012,2026-08-19 08:57:17.875652,web,payoff_info_view
C0100012,2026-08-20 04:21:24.475710,mobile,login
C0100012,2026-08-26 20:15:13.515144,mobile,refinance_calculator_use
C0100012,2026-08-27 07:22:58.300581,mobile,refinance_page_view
C0100012,2026-08-27 08:52:48.893937,web,refinance_calculator_use
C0100012,2026-08-28 08:26:39.128311,web,payoff_info_view
C0100012,2026-08-29 03:38:51.876276,mobile,refinance_page_view
C0100012,2026-08-30 14:58:25.791227,web,mortgage_page_view
C0100012,2026-09-07 11:50:14.639491,mobile,rate_page_view
C0100012,2026-09-08 08:44:55.927046,mobile,refinance_calculator_use
C0100012,2026-09-10 07:16:32.069929,mobile,login
C0100013,2026-06-17 16:31:22.671745,mobile,login
C0100013,2026-06-24 20:10:11.219300,web,login
C0100013,2026-06-25 04:02:31.032680,mobile,login
C0100013,2026-06-26 02:26:10.848286,web,rate_page_view
C0100013,2026-06-26 12:13:04.195466,web,mortgage_page_view
C0100013,2026-06-29 20:27:27.349214,mobile,statement_download
C0100013,2026-07-03 00:41:48.532686,mobile,login
C0100013,2026-07-03 10:56:50.694466,web,mortgage_page_view
C0100013,2026-07-15 23:25:20.036987,web,login
C0100013,2026-07-26 04:23:22.779899,web,statement_download
C0100013,2026-07-31 19:22:49.245378,mobile,login
C0100013,2026-08-13 23:20:47.466721,web,statement_download
C0100013,2026-08-18 04:58:38.266309,mobile,mortgage_page_view
C0100013,2026-08-18 07:29:25.792289,mobile,login
C0100013,2026-08-18 18:22:02.612546,web,appointment_request
C0100013,2026-08-25 13:10:40.188111,web,mortgage_page_view
C0100013,2026-08-27 01:08:04.939644,mobile,login
C0100013,2026-09-01 02:21:50.706330,web,login
C0100013,2026-09-03 01:20:37.567064,web,login
C0100013,2026-09-07 01:45:44.572989,mobile,refinance_page_view
C0100013,2026-09-10 11:53:41.251666,mobile,appointment_request
C0100014,2026-06-19 08:16:23.709555,web,login
C0100014,2026-06-21 00:35:15.186215,web,login
C0100014,2026-06-30 18:45:51.468446,web,login
C0100014,2026-07-06 05:23:03.356896,mobile,login
C0100014,2026-07-06 08:59:52.758727,web,login
C0100014,2026-07-07 02:01:21.057076,web,faq_view
C0100014,2026-07-08 08:42:48.535221,mobile,login
C0100014,2026-07-10 01:14:50.640362,mobile,login
C0100014,2026-07-12 20:14:02.025681,mobile,login
C0100014,2026-07-18 12:00:31.343933,web,login
C0100014,2026-07-20 04:00:20.879002,web,login
C0100014,2026-07-21 03:02:50.084153,mobile,login
C0100014,2026-07-22 05:48:04.693893,mobile,login
C0100014,2026-07-24 09:57:27.691634,web,statement_download
C0100014,2026-07-31 00:03:59.757818,web,login
C0100014,2026-08-01 02:19:30.791089,web,login
C0100014,2026-08-01 18:42:26.045331,web,rate_page_view
C0100014,2026-08-04 02:53:51.489508,web,statement_download
C0100014,2026-08-10 09:48:28.045352,web,refinance_calculator_use
C0100014,2026-08-21 01:52:07.954545,web,login
C0100014,2026-08-23 00:51:03.438694,web,payoff_info_view
C0100014,2026-08-30 14:57:50.428255,mobile,mortgage_page_view
C0100014,2026-09-01 20:13:32.752404,web,payoff_info_view
C0100014,2026-09-03 02:25:33.087508,mobile,login
C0100014,2026-09-06 18:36:27.636035,mobile,login
C0100015,2026-06-27 21:13:19.863206,mobile,login
C0100015,2026-06-28 11:38:53.983051,mobile,login
C0100015,2026-07-04 07:49:22.330021,mobile,appointment_request
C0100015,2026-07-10 17:25:56.295845,web,mortgage_page_view
C0100015,2026-07-12 16:50:05.446767,web,refinance_calculator_use
C0100015,2026-07-13 06:13:58.235516,mobile,login
C0100015,2026-07-16 10:41:39.491729,mobile,mortgage_page_view
C0100015,2026-08-02 10:56:39.850715,mobile,login
C0100015,2026-08-07 18:22:08.628356,web,faq_view
C0100015,2026-08-08 05:00:29.644593,mobile,statement_download
C0100015,2026-08-08 13:45:06.432792,mobile,login
C0100015,2026-08-10 18:11:38.375675,mobile,payoff_info_view
C0100015,2026-08-11 03:43:09.972549,web,login
C0100015,2026-08-16 04:17:36.721512,mobile,login
C0100015,2026-08-17 20:20:17.258942,mobile,refinance_page_view
C0100015,2026-08-25 13:25:23.281235,web,login
C0100015,2026-08-28 05:36:35.579179,web,login
C0100015,2026-09-01 06:52:08.200905,web,login
C0100015,2026-09-07 03:21:45.667583,web,refinance_calculator_use
C0100016,2026-06-19 04:27:17.183715,web,login
C0100016,2026-06-27 13:29:37.808523,mobile,login
C0100016,2026-06-30 23:17:09.806293,mobile,appointment_request
C0100016,2026-07-02 18:57:48.599066,web,login
C0100016,2026-07-04 10:38:46.260707,web,login
C0100016,2026-07-10 21:49:58.177789,web,login
C0100016,2026-07-11 04:18:21.566435,web,rate_page_view
C0100016,2026-07-13 08:30:31.716124,mobile,mortgage_page_view
C0100016,2026-07-16 19:45:29.739579,mobile,login
C0100016,2026-07-21 00:49:38.853069,web,login
C0100016,2026-07-26 01:11:36.327722,web,login
C0100016,2026-08-04 07:50:58.702938,web,refinance_page_view
C0100016,2026-08-07 07:48:33.214561,mobile,rate_page_view
C0100016,2026-08-15 03:42:51.957864,web,login
C0100016,2026-08-18 03:01:44.406839,web,login
C0100016,2026-08-26 03:55:49.329262,web,refinance_page_view
C0100016,2026-08-29 02:57:14.335206,web,faq_view
C0100016,2026-09-06 13:49:08.431843,web,rate_page_view
C0100017,2026-06-15 08:23:19.948852,web,statement_download
C0100017,2026-06-18 12:20:55.930343,mobile,login
C0100017,2026-06-23 09:15:41.678977,mobile,login
C0100017,2026-06-28 11:25:18.825853,mobile,login
C0100017,2026-07-03 11:36:06.574555,web,mortgage_page_view
C0100017,2026-07-03 20:46:02.137632,mobile,login
C0100017,2026-07-11 19:04:12.198859,web,login
C0100017,2026-07-13 16:37:55.417363,mobile,rate_page_view
C0100017,2026-07-21 17:02:42.278198,mobile,login
C0100017,2026-07-25 14:16:57.538194,web,login
C0100017,2026-07-27 07:23:42.058738,web,login
C0100017,2026-08-01 21:49:47.344083,mobile,refinance_page_view
C0100017,2026-08-07 22:10:33.998492,mobile,login
C0100017,2026-08-10 02:26:23.406525,web,login
C0100017,2026-08-11 17:10:34.193730,web,statement_download
C0100017,2026-08-12 16:45:33.752825,mobile,login
C0100017,2026-08-13 05:21:40.776805,mobile,login
C0100017,2026-08-14 05:54:39.331308,mobile,payoff_info_view
C0100017,2026-08-14 10:45:55.631931,mobile,faq_view
C0100017,2026-08-16 05:56:42.480635,web,refinance_page_view
C0100017,2026-08-19 20:38:41.040025,web,refinance_calculator_use
C0100017,2026-08-30 06:43:22.411109,mobile,login
C0100017,2026-08-30 23:48:08.174752,mobile,statement_download
C0100017,2026-09-01 06:41:02.129646,web,login
C0100017,2026-09-01 20:48:46.653227,web,login
C0100017,2026-09-07 13:13:52.078866,web,login
C0100018,2026-06-13 19:53:56.379147,mobile,login
C0100018,2026-06-17 04:14:41.240206,mobile,login
C0100018,2026-06-17 14:48:46.864220,mobile,login
C0100018,2026-06-23 19:14:59.858982,web,statement_download
C0100018,2026-06-28 13:42:59.725860,web,login
C0100018,2026-06-29 16:57:04.000698,web,login
C0100018,2026-06-30 15:45:34.523935,web,statement_download
C0100018,2026-06-30 17:15:49.699453,web,mortgage_page_view
C0100018,2026-07-05 07:44:12.155002,mobile,login
C0100018,2026-07-06 16:32:50.900784,mobile,faq_view
C0100018,2026-07-11 22:11:36.661112,mobile,login
C0100018,2026-07-12 12:32:19.214614,mobile,login
C0100018,2026-07-26 05:23:05.141560,web,login
C0100018,2026-07-29 07:08:37.509522,mobile,rate_page_view
C0100018,2026-07-30 01:43:46.735444,mobile,login
