customer_id,churned_within_90d,churn_date
C0100199,0,
C0100200,0,
C0100201,0,
C0100202,0,
C0100203,0,
C0100204,0,
C0100205,0,
C0100206,0,
C0100207,0,
C0100208,0,
C0100209,0,
C0100210,0,
C0100211,0,
C0100212,0,
C0100213,0,
C0100214,0,
C0100215,0,
C0100216,0,
C0100217,0,
C0100218,0,
C0100219,0,
C0100220,0,
C0100221,0,
C0100222,0,
C0100223,0,
C0100224,0,
C0100225,0,
C0100226,0,
C0100227,0,
C0100228,0,
C0100229,0,
C0100230,0,
C0100231,0,
C0100232,0,
C0100233,0,
C0100234,0,
C0100235,0,
C0100236,0,
C0100237,0,
C0100238,0,
C0100239,0,
C0100240,0,
C0100241,0,
C0100242,0,
C0100243,0,
C0100244,0,
C0100245,0,
C0100246,0,
C0100247,0,
C0100248,0,
C0100249,0,
C0100250,0,
C0100251,0,
C0100252,0,
C0100253,0,
C0100254,0,
C0100255,0,
C0100256,0,
C0100257,0,
C0100258,0,
C0100259,0,
C0100260,0,
C0100261,0,
C0100262,0,
C0100263,0,
C0100264,0,
C0100265,0,
C0100266,0,
C0100267,0,
C0100268,0,
C0100269,0,
C0100270,0,
C0100271,0,
C0100272,0,
C0100273,0,
C0100274,0,
C0100275,0,
C0100276,0,
C0100277,0,
C0100278,1,2026-10-30
C0100279,0,
C0100280,0,
C0100281,0,
C0100282,0,
C0100283,0,
C0100284,0,
C0100285,0,
C0100286,0,
C0100287,0,
C0100288,0,
C0100289,0,
C0100290,0,
C0100291,0,
C0100292,0,
C0100293,0,
C0100294,0,
C0100295,0,
C0100296,0,
C0100297,0,
C0100298,0,
C0100299,0,
C0100300,0,
C0100301,0,
C0100302,0,
C0100303,0,
C0100304,0,
C0100305,0,
C0100306,0,
C0100307,0,
C0100308,0,
C0100309,0,
C0100310,0,
C0100311,0,
C0100312,0,
C0100313,0,
C0100314,0,
C0100315,0,
C0100316,0,
C0100317,0,
C0100318,0,
C0100319,0,
C0100320,0,
C0100321,0,
C0100322,0,
C0100323,0,
C0100324,0,
C0100325,0,
C0100326,0,
C0100327,0,
C0100328,0,
C0100329,0,
C0100330,0,
C0100331,0,
C0100332,1,2026-11-21
C0100333,0,
C0100334,0,
C0100335,0,
C0100336,1,2026-10-19
C0100337,0,
C0100338,0,
C0100339,0,
C0100340,1,2026-10-01
C0100341,0,
C0100342,1,2026-10-26
C0100343,0,
C0100344,0,
C0100345,0,
C0100346,0,
C0100347,0,
C0100348,0,
C0100349,0,
C0100350,0,
C0100351,0,
C0100352,0,
C0100353,0,
C0100354,0,
C0100355,0,
C0100356,0,
C0100357,0,
C0100358,0,
C0100359,0,
C0100360,0,
C0100361,0,
C0100362,0,
C0100363,0,
C0100364,0,
C0100365,0,
C0100366,0,
C0100367,0,
C0100368,0,
C0100369,0,
C0100370,0,
C0100371,0,
C0100372,0,
C0100373,0,
C0100374,0,
C0100375,0,
C0100376,0,
C0100377,0,
C0100378,0,
C0100379,0,
C0100380,0,
C0100381,0,
C0100382,0,
C0100383,1,2026-11-17
C0100384,0,
C0100385,0,
C0100386,0,
C0100387,0,
C0100388,0,
C0100389,0,
C0100390,0,
C0100391,0,
C0100392,0,
C0100393,0,
C0100394,0,
C0100395,0,
C0100396,0,
C0100397,0,
C0100398,0,
C0100399,0,
C0100400,0,
C0100401,0,
C0100402,0,
C0100403,0,
C0100404,0,
C0100405,0,
C0100406,0,
C0100407,0,
C0100408,0,
C0100409,0,
C0100410,0,
C0100411,0,
C0100412,0,
C0100413,0,
C0100414,0,
C0100415,0,
C0100416,0,
C0100417,0,
C0100418,0,
C0100419,0,
C0100420,0,
C0100421,0,
C0100422,0,
C0100423,0,
C0100424,0,
C0100425,0,
C0100426,0,
C0100427,0,
C0100428,0,
C0100429,0,
C0100430,0,
C0100431,0,
C0100432,0,
C0100433,0,
C0100434,0,
C0100435,0,
C0100436,0,
C0100437,0,
C0100438,0,
C0100439,0,
C0100440,0,
C0100441,0,
C0100442,0,
C0100443,0,
C0100444,0,
C0100445,0,
C0100446,0,
C0100447,0,
C0100448,0,
C0100449,0,
C0100450,0,
C0100451,0,
C0100452,0,
C0100453,0,
C0100454,0,
C0100455,0,
C0100456,0,
C0100457,0,
C0100458,0,
C0100459,0,
C0100460,0,
C0100461,0,
C0100462,0,
C0100463,0,
C0100464,0,
C0100465,0,
C0100466,0,
C0100467,0,
C0100468,0,
C0100469,0,
C0100470,0,
C0100471,0,
C0100472,0,
C0100473,0,
C0100474,0,
C0100475,0,
C0100476,0,
C0100477,0,
C0100478,0,
C0100479,0,
C0100480,0,
C0100481,0,
C0100482,0,
C0100483,0,
C0100484,0,
C0100485,0,
C0100486,0,
C0100487,0,
C0100488,0,
C0100489,0,
C0100490,0,
C0100491,0,
C0100492,0,
C0100493,0,
C0100494,0,
C0100495,0,
C0100496,0,
C0100497,0,
C0100498,0,
C0100499,0,
C0100500,0,
C0100501,0,
C0100502,0,
C0100503,0,
C0100504,0,
C0100505,0,
C0100506,0,
C0100507,0,
C0100508,0,
C0100509,0,
C0100510,1,2026-11-11
C0100511,0,
C0100512,0,
C0100513,0,
C0100514,0,
C0100515,0,
C0100516,0,
C0100517,0,
C0100518,0,
C0100519,0,
C0100520,0,
C0100521,0,
C0100522,1,2026-12-01
C0100523,0,
C0100524,0,
C0100525,0,
C0100526,0,
C0100527,0,
C0100528,0,
C0100529,0,
C0100530,1,2026-10-05
C0100531,0,
C0100532,0,
C0100533,0,
C0100534,0,
C0100535,0,
C0100536,0,
C0100537,0,
C0100538,0,
C0100539,0,
C0100540,0,
C0100541,0,
C0100542,0,
C0100543,0,
C0100544,0,
C0100545,0,
C0100546,0,
C0100547,0,
C0100548,0,
C0100549,0,
C0100550,0,
C0100551,0,
C0100552,0,
C0100553,0,
C0100554,0,
C0100555,0,
C0100556,0,
C0100557,0,
C0100558,0,
C0100559,0,
C0100560,0,
C0100561,0,
C0100562,0,
C0100563,0,
C0100564,0,
C0100565,0,
C0100566,0,
C0100567,0,
C0100568,0,
C0100569,0,
C0100570,0,
C0100571,0,
C0100572,0,
C0100573,0,
C0100574,0,
C0100575,0,
C0100576,0,
C0100577,0,
C0100578,0,
C0100579,0,
C0100580,0,
C0100581,0,
C0100582,0,
C0100583,0,
C0100584,0,
C0100585,0,
C0100586,0,
C0100587,0,
C0100588,1,2026-11-25
C0100589,0,
C0100590,0,
C0100591,0,
C0100592,0,
C0100593,0,
C0100594,0,
C0100595,0,
C0100596,0,
C0100597,0,
C0100598,0,
C0100599,0,
C0100600,0,
C0100601,0,
C0100602,0,
C0100603,0,
C0100604,0,
C0100605,0,
C0100606,0,
C0100607,0,
C0100608,0,
C0100609,0,
C0100610,0,
C0100611,0,
C0100612,1,2026-10-07
C0100613,0,
C0100614,0,
C0100615,0,
C0100616,0,
C0100617,0,
C0100618,0,
C0100619,0,
C0100620,0,
C0100621,0,
C0100622,0,
C0100623,0,
C0100624,0,
C0100625,0,
C0100626,0,
C0100627,0,
C0100628,0,
C0100629,0,
C0100630,0,
C0100631,0,
C0100632,1,2026-11-11
C0100633,0,
C0100634,0,
C0100635,0,
C0100636,0,
C0100637,0,
C0100638,0,
C0100639,0,
C0100640,0,
C0100641,0,
C0100642,0,
C0100643,0,
C0100644,0,
C0100645,0,
C0100646,0,
C0100647,0,
C0100648,0,
C0100649,0,
C0100650,0,
C0100651,0,
C0100652,0,
C0100653,0,
C0100654,0,
C0100655,0,
C0100656,0,
C0100657,0,
C0100658,0,
C0100659,0,
C0100660,0,
C0100661,0,
C0100662,0,
C0100663,0,
C0100664,0,
C0100665,0,
C0100666,0,
C0100667,0,
C0100668,0,
C0100669,0,
C0100670,0,
C0100671,0,
C0100672,0,
C0100673,0,
C0100674,0,
C0100675,0,
C0100676,0,
C0100677,0,
C0100678,0,
C0100679,0,
C0100680,0,
C0100681,0,
C0100682,0,
C0100683,0,
C0100684,0,
C0100685,0,
C0100686,1,2026-10-09
C0100687,0,
C0100688,0,
C0100689,0,
C0100690,0,
C0100691,0,
C0100692,0,
C0100693,0,
C0100694,0,
C0100695,0,
C0100696,0,
C0100697,0,
C0100698,0,
C0100699,0,
C0100700,0,
C0100701,0,
C0100702,0,
C0100703,0,
C0100704,0,
C0100705,0,
C0100706,0,
C0100707,0,
C0100708,0,
C0100709,0,
C0100710,0,
C0100711,0,
C0100712,0,
C0100713,0,
C0100714,0,
C0100715,0,
C0100716,0,
C0100717,0,
C0100718,0,
C0100719,0,
C0100720,0,
C0100721,0,
C0100722,0,
C0100723,0,
C0100724,0,
C0100725,0,
C0100726,0,
C0100727,0,
C0100728,0,
C0100729,0,
C0100730,0,
C0100731,0,
C0100732,1,2026-12-03
C0100733,0,
C0100734,0,
C0100735,0,
C0100736,0,
C0100737,0,
C0100738,0,
C0100739,0,
C0100740,0,
C0100741,1,2026-10-05
C0100742,0,
C0100743,0,
C0100744,0,
C0100745,0,
C0100746,0,
C0100747,0,
C0100748,0,
C0100749,1,2026-09-29
C0100750,0,
C0100751,0,
C0100752,0,
C0100753,0,
C0100754,0,
C0100755,0,
C0100756,0,
C0100757,0,
C0100758,0,
C0100759,0,
C0100760,0,
C0100761,0,
C0100762,0,
C0100763,0,
C0100764,0,
C0100765,0,
C0100766,0,
C0100767,0,
C0100768,0,
C0100769,0,
C0100770,0,
C0100771,0,
C0100772,0,
C0100773,0,
C0100774,0,
C0100775,0,
C0100776,0,
C0100777,0,
C0100778,0,
C0100779,0,
C0100780,0,
C0100781,0,
C0100782,0,
C0100783,0,
C0100784,0,
C0100785,0,
C0100786,0,
C0100787,0,
C0100788,0,
C0100789,0,
C0100790,0,
C0100791,0,
C0100792,0,
C0100793,0,
C0100794,0,
C0100795,0,
C0100796,0,
C0100797,0,
C0100798,0,
C0100799,0,
C0100800,0,
C0100801,0,
C0100802,0,
C0100803,0,
C0100804,0,
C0100805,0,
C0100806,0,
C0100807,0,
C0100808,0,
C0100809,0,
C0100810,0,
C0100811,0,
C0100812,0,
C0100813,0,
C0100814,0,
C0100815,0,
C0100816,0,
C0100817,0,
C0100818,0,
C0100819,0,
C0100820,0,
C0100821,1,2026-11-09
C0100822,0,
C0100823,0,
C0100824,0,
C0100825,0,
C0100826,0,
C0100827,0,
C0100828,0,
C0100829,0,
C0100830,0,
C0100831,0,
C0100832,0,
C0100833,0,
C0100834,0,
C0100835,0,
C0100836,0,
C0100837,0,
C0100838,0,
C0100839,0,
C0100840,0,
C0100841,0,
C0100842,0,
C0100843,1,2026-10-24
C0100844,0,
C0100845,0,
C0100846,0,
C0100847,1,2026-09-15
C0100848,0,
C0100849,0,
C0100850,0,
C0100851,0,
C0100852,0,
C0100853,0,
C0100854,0,
C0100855,0,
C0100856,0,
C0100857,0,
C0100858,0,
C0100859,0,
C0100860,0,
C0100861,0,
C0100862,0,
C0100863,0,
C0100864,0,
C0100865,0,
C0100866,0,
C0100867,0,
C0100868,0,
C0100869,0,
C0100870,0,
C0100871,0,
C0100872,0,
C0100873,0,
C0100874,0,
C0100875,0,
C0100876,0,
C0100877,0,
C0100878,0,
C0100879,0,
C0100880,0,
C0100881,0,
C0100882,0,
C0100883,0,
C0100884,0,
C0100885,0,
C0100886,0,
C0100887,0,
C0100888,0,
C0100889,0,
C0100890,0,
C0100891,0,
C0100892,0,
C0100893,0,
C0100894,0,
C0100895,0,
C0100896,0,
C0100897,0,
C0100898,0,
C0100899,0,
C0100900,0,
C0100901,0,
C0100902,0,
C0100903,0,
C0100904,0,
C0100905,0,
C0100906,0,
C0100907,0,
C0100908,0,
C0100909,0,
C0100910,0,
C0100911,0,
C0100912,0,
C0100913,0,
C0100914,0,
C0100915,0,
C0100916,0,
C0100917,0,
C0100918,0,
C0100919,0,
C0100920,1,2026-11-26
C0100921,0,
C0100922,0,
C0100923,0,
C0100924,0,
C0100925,0,
C0100926,0,
C0100927,0,
C0100928,0,
C0100929,0,
C0100930,0,
C0100931,0,
C0100932,0,
C0100933,0,
C0100934,0,
C0100935,0,
C0100936,0,
C0100937,0,
C0100938,0,
C0100939,0,
C0100940,0,
C0100941,0,
C0100942,0,
C0100943,0,
C0100944,0,
C0100945,0,
C0100946,0,
C0100947,0,
C0100948,0,
C0100949,0,
C0100950,0,
C0100951,0,
C0100952,0,
C0100953,0,
C0100954,0,
C0100955,0,
C0100956,0,
C0100957,0,
C0100958,0,
C0100959,0,
C0100960,0,
C0100961,0,
C0100962,0,
C0100963,0,
C0100964,0,
C0100965,0,
C0100966,0,
C0100967,0,
C0100968,0,
C0100969,0,
C0100970,0,
C0100971,0,
C0100972,0,
C0100973,0,
C0100974,0,
C0100975,0,
C0100976,0,
C0100977,0,
C0100978,0,
C0100979,0,
C0100980,0,
C0100981,0,
C0100982,0,
C0100983,0,
C0100984,0,
C0100985,0,
C0100986,0,
C0100987,0,
C0100988,0,
C0100989,0,
C0100990,0,
C0100991,0,
C0100992,0,
C0100993,0,
C0100994,0,
C0100995,0,
C0100996,0,
C0100997,0,
C0100998,0,
C0100999,0,
C0101000,0,
C0101001,0,
C0101002,0,
C0101003,1,2026-10-17
C0101004,0,
C0101005,0,
C0101006,0,
C0101007,0,
C0101008,0,
C0101009,0,
C0101010,0,
C0101011,0,
C0101012,0,
C0101013,0,
C0101014,0,
C0101015,0,
C0101016,0,
C0101017,0,
C0101018,0,
C0101019,0,
C0101020,0,
C0101021,0,
C0101022,0,
C0101023,0,
C0101024,0,
C0101025,0,
C0101026,0,
C0101027,0,
C0101028,0,
C0101029,0,
C0101030,0,
C0101031,0,
C0101032,0,
C0101033,0,
C0101034,0,
C0101035,0,
C0101036,0,
C0101037,0,
C0101038,0,
C0101039,0,
C0101040,0,
C0101041,0,
C0101042,0,
C0101043,0,
C0101044,0,
C0101045,0,
C0101046,0,
C0101047,0,
C0101048,0,
C0101049,0,
C0101050,0,
C0101051,0,
C0101052,0,
C0101053,0,
C0101054,0,
C0101055,0,
C0101056,0,
C0101057,0,
C0101058,0,
C0101059,0,
C0101060,0,
C0101061,0,
C0101062,0,
C0101063,0,
C0101064,0,
C0101065,0,
C0101066,0,
C0101067,0,
C0101068,0,
C0101069,0,
C0101070,0,
C0101071,0,
C0101072,0,
C0101073,0,
C0101074,0,
C0101075,0,
C0101076,0,
C0101077,0,
C0101078,0,
C0101079,0,
C0101080,0,
C0101081,0,
C0101082,0,
C0101083,0,
C0101084,0,
C0101085,0,
C0101086,0,
C0101087,0,
C0101088,0,
C0101089,0,
C0101090,0,
C0101091,0,
C0101092,0,
C0101093,0,
C0101094,0,
C0101095,0,
C0101096,0,
C0101097,0,
C0101098,0,
C0101099,0,
C0101100,0,
C0101101,0,
C0101102,0,
C0101103,0,
C0101104,0,
C0101105,0,
C0101106,0,
C0101107,0,
C0101108,0,
C0101109,0,
C0101110,0,
C0101111,0,
C0101112,0,
C0101113,0,
C0101114,0,
C0101115,0,
C0101116,0,
C0101117,0,
C0101118,0,
C0101119,0,
C0101120,0,
C0101121,0,
C0101122,0,
C0101123,0,
C0101124,0,
C0101125,0,
C0101126,0,
C0101127,0,
C0101128,0,
C0101129,0,
C0101130,0,
C0101131,0,
C0101132,0,
C0101133,0,
C0101134,0,
C0101135,0,
C0101136,0,
C0101137,0,
C0101138,0,
C0101139,0,
C0101140,0,
C0101141,0,
C0101142,0,
C0101143,0,
C0101144,0,
C0101145,0,
C0101146,0,
C0101147,0,
C0101148,0,
C0101149,0,
C0101150,0,
C0101151,0,
C0101152,0,
C0101153,0,
C0101154,0,
C0101155,0,
C0101156,0,
C0101157,0,
C0101158,0,
C0101159,0,
C0101160,0,
C0101161,0,
C0101162,0,
C0101163,0,
C0101164,0,
C0101165,0,
C0101166,0,
C0101167,0,
C0101168,0,
C0101169,0,
C0101170,0,
C0101171,0,
C0101172,0,
C0101173,0,
C0101174,0,
C0101175,0,
C0101176,0,
C0101177,0,
C0101178,0,
C0101179,0,
C0101180,0,
C0101181,0,
C0101182,0,
C0101183,0,
C0101184,0,
C0101185,0,
C0101186,0,
C0101187,0,
C0101188,0,
C0101189,0,
C0101190,0,
C0101191,0,
C0101192,0,
C0101193,0,
C0101194,0,
C0101195,0,
C0101196,0,
C0101197,0,
C0101198,0,
C0101199,0,
C0101200,0,
C0101201,0,
C0101202,0,
C0101203,0,
C0101204,0,
C0101205,0,
C0101206,0,
C0101207,0,
C0101208,0,
C0101209,0,
C0101210,0,
C0101211,0,
C0101212,0,
C0101213,0,
C0101214,0,
C0101215,0,
C0101216,0,
C0101217,0,
C0101218,0,
C0101219,0,
C0101220,0,
C0101221,0,
C0101222,0,
C0101223,1,2026-12-02
C0101224,0,
C0101225,0,
C0101226,0,
C0101227,0,
C0101228,0,
C0101229,0,
C0101230,0,
C0101231,0,
C0101232,0,
C0101233,0,
C0101234,0,
C0101235,1,2026-10-15
C0101236,0,
C0101237,0,
C0101238,0,
C0101239,0,
C0101240,0,
C0101241,0,
C0101242,0,
C0101243,0,
C0101244,0,
C0101245,0,
C0101246,0,
C0101247,0,
C0101248,0,
C0101249,0,
C0101250,0,
C0101251,0,
C0101252,0,
C0101253,0,
C0101254,0,
C0101255,0,
C0101256,0,
C0101257,0,
C0101258,0,
C0101259,0,
C0101260,0,
C0101261,0,
C0101262,0,
C0101263,0,
C0101264,0,
C0101265,0,
C0101266,0,
C0101267,0,
C0101268,0,
C0101269,0,
C0101270,0,
C0101271,0,
C0101272,0,
C0101273,0,
C0101274,0,
C0101275,0,
C0101276,1,2026-09-30
C0101277,0,
C0101278,0,
C0101279,0,
C0101280,0,
C0101281,0,
C0101282,0,
C0101283,0,
C0101284,0,
C0101285,0,
C0101286,0,
C0101287,0,
C0101288,0,
C0101289,0,
C0101290,0,
C0101291,0,
C0101292,0,
C0101293,0,
C0101294,0,
C0101295,0,
C0101296,0,
C0101297,0,
C0101298,0,
C0101299,0,
C0101300,1,2026-10-10
C0101301,0,
C0101302,0,
C0101303,0,
C0101304,0,
C0101305,0,
C0101306,0,
C0101307,0,
C0101308,0,
C0101309,0,
C0101310,1,2026-11-08
C0101311,0,
C0101312,0,
C0101313,0,
C0101314,0,
C0101315,0,
C0101316,0,
C0101317,0,
C0101318,0,
C0101319,0,
C0101320,0,
C0101321,0,
C0101322,0,
C0101323,0,
C0101324,0,
C0101325,0,
C0101326,0,
C0101327,0,
C0101328,0,
C0101329,0,
C0101330,0,
C0101331,0,
C0101332,0,
C0101333,0,
C0101334,0,
C0101335,0,
C0101336,0,
C0101337,0,
C0101338,0,
C0101339,0,
C0101340,0,
C0101341,0,
C0101342,0,
C0101343,0,
C0101344,0,
C0101345,0,
C0101346,0,
C0101347,0,
C0101348,0,
C0101349,0,
C0101350,0,
C0101351,0,
C0101352,0,
C0101353,0,
C0101354,0,
C0101355,0,
C0101356,0,
C0101357,0,
C0101358,0,
C0101359,0,
C0101360,0,
C0101361,0,
C0101362,0,
C0101363,0,
C0101364,0,
C0101365,0,
C0101366,0,
C0101367,1,2026-10-27
C0101368,0,
C0101369,0,
C0101370,0,
C0101371,0,
C0101372,0,
C0101373,0,
C0101374,0,
C0101375,0,
C0101376,0,
C0101377,0,
C0101378,0,
C0101379,0,
C0101380,0,
C0101381,0,
C0101382,0,
C0101383,0,
C0101384,0,
C0101385,0,
C0101386,0,
C0101387,0,
C0101388,0,
C0101389,0,
C0101390,1,2026-09-13
C0101391,0,
C0101392,0,
C0101393,0,
C0101394,0,
C0101395,0,
C0101396,0,
C0101397,0,
C0101398,0,
C0101399,0,
C0101400,0,
C0101401,0,
C0101402,0,
C0101403,0,
C0101404,0,
C0101405,0,
C0101406,0,
C0101407,0,
C0101408,0,
C0101409,0,
C0101410,0,
C0101411,0,
C0101412,0,
C0101413,0,
C0101414,0,
C0101415,1,2026-09-25
C0101416,0,
C0101417,0,
C0101418,0,
C0101419,0,
C0101420,0,
C0101421,0,
C0101422,0,
C0101423,0,
C0101424,0,
C0101425,0,
C0101426,0,
C0101427,0,
C0101428,0,
C0101429,0,
C0101430,0,
C0101431,0,
C0101432,0,
C0101433,0,
C0101434,0,
C0101435,0,
C0101436,0,
C0101437,0,
C0101438,0,
C0101439,0,
C0101440,0,
C0101441,0,
C0101442,0,
C0101443,0,
C0101444,0,
C0101445,0,
C0101446,0,
C0101447,0,
C0101448,0,
C0101449,0,
C0101450,0,
C0101451,0,
C0101452,0,
C0101453,1,2026-09-30
C0101454,0,
C0101455,0,
C0101456,0,
C0101457,0,
C0101458,0,
C0101459,0,
C0101460,0,
C0101461,0,
C0101462,0,
C0101463,0,
C0101464,0,
C0101465,0,
C0101466,0,
C0101467,0,
C0101468,0,
C0101469,0,
C0101470,0,
C0101471,0,
C0101472,0,
C0101473,0,
C0101474,0,
C0101475,0,
C0101476,0,
C0101477,0,
C0101478,0,
C0101479,0,
C0101480,0,
C0101481,0,
C0101482,0,
C0101483,1,2026-11-26
C0101484,0,
C0101485,0,
C0101486,0,
C0101487,0,
C0101488,0,
C0101489,0,
C0101490,0,
C0101491,0,
C0101492,0,
C0101493,0,
C0101494,0,
C0101495,0,
C0101496,0,
C0101497,0,
C0101498,0,
C0101499,0,
C0101500,0,
C0101501,0,
C0101502,0,
C0101503,0,
C0101504,0,
C0101505,0,
C0101506,0,
C0101507,1,2026-09-24
C0101508,0,
C0101509,0,
C0101510,0,
C0101511,0,
C0101512,0,
C0101513,0,
C0101514,0,
C0101515,0,
C0101516,0,
C0101517,0,
C0101518,0,
C0101519,0,
C0101520,0,
C0101521,0,
C0101522,0,
C0101523,0,
C0101524,0,
C0101525,0,
C0101526,0,
C0101527,0,
C0101528,0,
C0101529,0,
C0101530,0,
C0101531,0,
C0101532,0,
C0101533,0,
C0101534,0,
C0101535,0,
C0101536,0,
C0101537,0,
C0101538,0,
C0101539,0,
C0101540,0,
C0101541,0,
C0101542,0,
C0101543,0,
C0101544,0,
C0101545,0,
C0101546,0,
C0101547,0,
C0101548,0,
C0101549,0,
C0101550,0,
C0101551,0,
C0101552,0,
C0101553,0,
C0101554,0,
C0101555,0,
C0101556,0,
C0101557,0,
C0101558,0,
C0101559,0,
C0101560,0,
C0101561,0,
C0101562,0,
C0101563,0,
C0101564,0,
C0101565,0,
C0101566,0,
C0101567,0,
C0101568,0,
C0101569,0,
C0101570,0,
C0101571,0,
C0101572,0,
C0101573,0,
C0101574,0,
C0101575,0,
C0101576,0,
C0101577,0,
C0101578,0,
C0101579,0,
C0101580,0,
C0101581,1,2026-11-19
C0101582,0,
C0101583,0,
C0101584,0,
C0101585,0,
C0101586,0,
C0101587,0,
C0101588,0,
C0101589,0,
C0101590,0,
C0101591,0,
C0101592,0,
C0101593,0,
C0101594,0,
C0101595,0,
C0101596,0,
C0101597,0,
C0101598,0,
C0101599,0,
C0101600,0,
C0101601,0,
C0101602,0,
C0101603,0,
C0101604,0,
C0101605,0,
C0101606,0,
C0101607,0,
C0101608,0,
C0101609,0,
C0101610,0,
C0101611,0,
C0101612,0,
C0101613,0,
C0101614,0,
C0101615,0,
C0101616,0,
C0101617,0,
C0101618,0,
C0101619,0,
C0101620,0,
C0101621,0,
C0101622,0,
C0101623,0,
C0101624,0,
C0101625,0,
C0101626,0,
C0101627,0,
C0101628,0,
C0101629,0,
C0101630,1,2026-12-04
C0101631,0,
C0101632,0,
C0101633,0,
C0101634,0,
C0101635,0,
C0101636,0,
C0101637,0,
C0101638,0,
C0101639,0,
C0101640,0,
C0101641,0,
C0101642,0,
C0101643,0,
C0101644,0,
C0101645,0,
C0101646,0,
C0101647,0,
C0101648,0,
C0101649,0,
C0101650,0,
C0101651,0,
C0101652,0,
C0101653,0,
C0101654,0,
C0101655,0,
C0101656,0,
C0101657,0,
C0101658,0,
C0101659,0,
C0101660,0,
C0101661,0,
C0101662,0,
C0101663,0,
C0101664,0,
C0101665,0,
C0101666,0,
C0101667,0,
C0101668,0,
C0101669,0,
C0101670,0,
C0101671,0,
C0101672,0,
C0101673,0,
C0101674,0,
C0101675,0,
C0101676,0,
C0101677,0,
C0101678,0,
C0101679,0,
C0101680,0,
C0101681,0,
C0101682,0,
C0101683,0,
C0101684,0,
C0101685,0,
C0101686,0,
C0101687,0,
C0101688,0,
C0101689,0,
C0101690,0,
C0101691,0,
C0101692,0,
C0101693,0,
C0101694,0,
C0101695,0,
C0101696,0,
C0101697,0,
C0101698,0,
C0101699,0,
C0101700,0,
C0101701,0,
C0101702,0,
C0101703,0,
C0101704,0,
C0101705,0,
C0101706,0,
C0101707,0,
C0101708,0,
C0101709,0,
C0101710,0,
C0101711,0,
C0101712,0,
C0101713,0,
C0101714,0,
C0101715,0,
